movie_name,production_year,production_budget,domestic_box_office,international_box_office,Success_Failure_All,Success_Failure_Domestic,rating,creative_type,source,production_method,genre,sequel,running_time
The Last Airbender,2010,150000000,131772187,187941694,1,0,PG,Fantasy,Based on TV,Live Action,Adventure,0,103
The Last Godfather,2010,13400000,164247,0,0,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Comedy,0,103
The Last Station,2010,18000000,6617867,9078279,0,0,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,110
The Lincoln Lawyer,2010,40000000,58009200,29135886,1,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,119
The Losers,2010,25000000,23591432,6272408,0,0,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,97
The Mechanic,2010,42500000,29121498,47225895,0,0,R,Contemporary Fiction,Remake,Live Action,Action,0,93
The Next Three Days,2010,30000000,21148651,46107265,1,0,PG-13,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,133
The Other Guys,2010,100000000,119219978,51716492,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97
The Perks of Being a Wallflower,2010,13000000,17742948,15326355,1,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,103
The Rite,2010,37000000,33047633,64096354,1,0,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Horror,0,114
The Roommate,2010,16000000,37300107,15245600,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91
The Rum Diary,2010,45000000,13109815,8434917,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,122
The Social Network,2010,40000000,96962694,127959441,1,1,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,120
The Sorcerer's Apprentice,2010,160000000,63150991,154835329,0,0,PG,Fantasy,Based on Short Film,Animation/Live Action,Adventure,0,108
The Switch,2010,19000000,27758465,22100000,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,101
The Tempest,2010,20000000,277943,0,0,0,PG-13,Historical Fiction,Based on Play,Live Action,Drama,0,109
The Tourist,2010,100000000,67631157,211100212,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,102
The Town,2010,37000000,92186262,60380619,1,1,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,123
The Tree of Life,2010,35000000,13305665,48416161,0,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0,138
The Twilight Saga: Eclipse,2010,68000000,300531751,405571077,1,1,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,1,124
The Warrior's Way,2010,42000000,5666340,2847985,0,0,R,Historical Fiction,Original Screenplay,Live Action,Western,0,100
The Wolfman,2010,150000000,62189884,80444474,0,0,R,Fantasy,Remake,Live Action,Horror,0,102
Tooth Fairy,2010,48000000,60022256,52588130,1,0,PG,Fantasy,Original Screenplay,Live Action,Adventure,0,101
Toy Story 3,2010,200000000,415004880,654661124,1,1,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,102
True Grit,2010,35000000,171243005,81033923,1,1,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Western,0,110
Unknown,2010,40000000,63686397,72436686,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,108
Unstoppable,2010,95000000,81562942,84157979,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Action,0,98
Upside Down,2010,50000000,102118,26284921,0,0,PG-13,Science Fiction,Original Screenplay,Live Action,Romantic Comedy,0,113
Vampires Suck,2010,20000000,36661504,44763484,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,82
Wanderlust,2010,32500000,17288155,6871779,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98
Warrior,2010,25000000,13657115,10558270,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,139
Water for Elephants,2010,38000000,58709717,58100000,1,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,120
Welcome to the Rileys,2010,10000000,152857,203062,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,110
What's Your Number?,2010,20000000,14011084,16152701,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,106
Winnie Mandela,2010,15000000,61847,0,0,0,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,103
Winnie the Pooh,2010,30000000,26692846,23452761,0,0,G,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure,0,69
Yogi Bear,2010,80000000,100246011,104528679,1,0,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,0,80
You Again,2010,20000000,25702053,7136892,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,105
You Will Meet a Tall Dark Stranger,2010,15000000,3247816,31000000,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,98
Your Highness,2010,50000000,21596445,4525193,0,0,R,Fantasy,Original Screenplay,Live Action,Comedy,0,102
Youth in Revolt,2010,18000000,15285588,4400000,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,90
Zookeeper,2010,80000000,80360866,90444659,1,0,PG,Fantasy,Original Screenplay,Animation/Live Action,Romantic Comedy,0,101
21 Jump Street,2011,42000000,138447667,64364762,1,1,R,Contemporary Fiction,Based on TV,Live Action,Comedy,0,109
30 Minutes or Less,2011,28000000,37053924,3912792,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,83
5 Days of War,2011,12000000,17479,70314,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,113
A Dangerous Method,2011,20000000,5702083,9105448,0,0,R,Dramatization,Based on Play,Live Action,Drama,0,99
A Few Best Men,2011,15000000,0,17224539,0,0,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97
A Thousand Words,2011,40000000,18450127,2340359,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91
Abraham Lincoln: Vampire Hunter,2011,67500000,37519139,99970591,1,0,R,Fantasy,Based on Fiction Book/Short Story,Live Action,Horror,0,105
Act of Valor,2011,12000000,70012847,12484188,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,101
Alvin and the Chipmunks: Chipwrecked,2011,80000000,133107389,215981134,1,0,G,Kids Fiction,Based on TV,Animation/Live Action,Adventure,1,87
Anchorman 2: The Legend Continues,2011,50000000,127352707,44833047,1,1,PG-13,Historical Fiction,Original Screenplay,Live Action,Comedy,1,118
Anonymous,2011,27500000,4463292,11352217,0,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,130
Arbitrage,2011,12000000,7919574,27911139,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100
Arthur Christmas,2011,85000000,46462469,103254655,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,100
Attack the Block,2011,13000000,1024175,5435008,0,0,R,Fantasy,Original Screenplay,Live Action,Action,0,87
Bad Teacher,2011,19000000,100292856,115156141,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,92
Battleship,2011,209000000,65233400,239984828,0,0,PG-13,Contemporary Fiction,Based on Game,Live Action,Action,0,130
Big Miracle,2011,40000000,20157300,5111380,0,0,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,117
Bridesmaids,2011,32500000,169106725,120420305,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,120
Bullet to the Head,2011,55000000,9489829,13108140,0,0,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,91
Captain America: The First Avenger,2011,140000000,176654505,193915271,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,124
Carnage,2011,25000000,2546747,35565407,0,0,R,Contemporary Fiction,Based on Play,Live Action,Drama,0,79
Cars 2,2011,200000000,191450875,368704508,1,0,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,107
Chronicle,2011,12000000,64575175,59106615,1,1,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,106
Cloud Atlas,2011,102000000,27108272,103564882,0,0,R,Multiple Creative Types,Based on Fiction Book/Short Story,Live Action,Drama,0,172
Colombiana,2011,40000000,36665854,35629408,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,107
Contagion,2011,60000000,75658097,61893497,1,0,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,105
Contraband,2011,25000000,66528000,31878855,1,1,R,Contemporary Fiction,Remake,Live Action,Action,0,109
Dark Shadows,2011,150000000,79727149,158475519,0,0,PG-13,Fantasy,Based on TV,Live Action,Black Comedy,0,112
Django Unchained,2011,100000000,162805434,287142889,1,0,R,Historical Fiction,Original Screenplay,Live Action,Western,0,165
Dolphin Tale,2011,37000000,72286779,23781945,1,0,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,112
Dredd,2011,45000000,13414714,28052892,0,0,R,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,98
Drive,2011,15000000,35060689,42994136,1,1,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,100
Edge of Tomorrow,2011,178000000,100206256,270335000,1,0,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,136
Fast Five,2011,125000000,209837675,420132129,1,0,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1,130
Final Destination 5,2011,40000000,42587643,112423522,1,0,R,Fantasy,Original Screenplay,Live Action,Horror,1,95
Frankenweenie,2011,39000000,35287788,45863000,1,0,PG,Fantasy,Based on Short Film,Stop-Motion Animation,Adventure,0,87
Friends with Benefits,2011,35000000,55802754,90793137,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,109
Green Lantern,2011,200000000,116601172,102934320,0,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Action,0,113
Hansel & Gretel: Witch Hunters,2011,50000000,55703475,159246241,1,0,R,Contemporary Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,100
Happy Feet Two,2011,135000000,64006466,93950000,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,99
Haywire,2011,23000000,18942396,17432304,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,93
Here Comes the Boom,2011,42000000,45290318,27948940,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104
Hope Springs,2011,30000000,63536011,69549284,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,100
Hotel Transylvania,2011,85000000,148313048,230192764,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91
Hugo,2011,180000000,73864507,106183277,0,0,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,126
I Don't Know How She Does It,2011,24000000,9659074,14815389,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,89
Immortals,2011,75000000,83504017,128058418,1,0,R,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,110
In Time,2011,35000000,37553932,127550020,1,0,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,109
Ironclad,2011,25000000,0,5297411,0,0,R,Historical Fiction,Original Screenplay,Live Action,Action,0,120
J. Edgar,2011,35000000,37306030,47300000,1,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,137
Jack and Jill,2011,79000000,74158157,76361060,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,90
Jack the Giant Slayer,2011,195000000,65187603,132500000,0,0,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Adventure,0,113
John Carter,2011,275000000,73058679,209719421,0,0,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,132
Johnny English Reborn,2011,45000000,8305970,156233690,1,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,1,101
Journey 2: The Mysterious Island,2011,79000000,103860290,214285872,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,1,52
Joyful Noise,2011,27500000,30932113,225801,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Musical,0,118
Killer Elite,2011,70000000,25124986,40284060,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,105
Killer Joe,2011,10000000,1291645,3367465,0,0,R,Contemporary Fiction,Based on Play,Live Action,Black Comedy,0,102
Kung Fu Panda 2,2011,150000000,165249063,499588484,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,90
Labor Day,2011,18000000,13371528,818282,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,111
Lawless,2011,26000000,37397291,16996346,1,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,115
Les petits mouchoirs,2011,25000000,205505,48325382,0,0,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,154
Life of Pi,2011,120000000,124987022,483000000,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,125
Lincoln,2011,65000000,182207973,91138308,1,1,PG-13,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,149
Lockout,2011,20000000,14326865,19616184,0,0,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,110
LOL,2011,11000000,0,10431506,0,0,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,97
Looper,2011,30000000,66486205,103980200,1,1,R,Science Fiction,Original Screenplay,Live Action,Action,0,119
Madea's Big Happy Family,2011,25000000,53345287,0,1,1,PG-13,Contemporary Fiction,Based on Play,Live Action,Drama,0,106
Man on a Ledge,2011,42000000,18620000,27068337,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,102
Men in Black 3,2011,215000000,179020854,475192631,1,0,PG-13,Science Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,1,104
Moonrise Kingdom,2011,16000000,45512466,23069629,1,1,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0,94
Movie 43,2011,10000000,8840453,22324294,1,0,R,Multiple Creative Types,Compilation,Multiple Production Methods,Comedy,0,97
My Week with Marilyn,2011,10000000,14597405,19643167,1,0,R,Historical Fiction,Based on Real Life Events,Live Action,Drama,0,99
One Day,2011,15000000,13843771,45324921,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107
One for the Money,2011,42000000,26414527,9782694,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,106
ParaNorman,2011,60000000,56003051,52116611,0,0,PG,Kids Fiction,Original Screenplay,Stop-Motion Animation,Adventure,0,96
Parker,2011,35000000,17616641,30926747,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,108
People Like Us,2011,16000000,12431792,88012,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,115
Pirates of the Caribbean: On Stranger Tides,2011,410600000,241063875,804600000,1,0,PG-13,Fantasy,Based on Theme Park Ride,Live Action,Adventure,1,136
Premium Rush,2011,35000000,20275446,11117755,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91
Project X,2011,12000000,54731865,48296323,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,87
Prometheus,2011,125000000,126477084,275971181,1,0,R,Science Fiction,Original Screenplay,Live Action,Adventure,0,124
Promised Land,2011,15000000,7597898,4796664,0,0,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,106
Puss in Boots,2011,130000000,149260504,405726973,1,0,PG,Kids Fiction,Spin-Off,Digital Animation,Adventure,0,90
Quartet,2011,11000000,18388357,37790578,1,0,PG-13,Contemporary Fiction,Based on Play,Live Action,Comedy,0,99
R.I.P.D.,2011,130000000,33618855,45457823,0,0,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,98
Rango,2011,135000000,123257581,122246993,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,107
Red Lights,2011,17700000,49521,14469363,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,118
Riddick,2011,38000000,42025135,52738623,1,0,R,Science Fiction,Original Screenplay,Live Action,Action,1,119
Ride Along,2011,25000000,134202565,19531235,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100
Rio,2011,90000000,143619809,343900000,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,96
Rise of the Planet of the Apes,2011,93000000,176760185,306100000,1,0,PG-13,Science Fiction,Remake,Animation/Live Action,Adventure,0,120
Rock of Ages,2011,70000000,38518613,22513319,0,0,PG-13,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical,0,123
Safe,2011,33000000,17142080,24353133,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,95
Safe Haven,2011,28000000,71399120,22651831,1,1,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,115
Safe House,2011,85000000,126181630,82360532,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,114
Seeking a Friend for the End of the World,2011,10000000,7078738,4688221,0,0,R,Science Fiction,Original Screenplay,Live Action,Comedy,0,101
Sherlock Holmes: A Game of Shadows,2011,125000000,186848418,348815025,1,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,129
Sin City: A Dame to Kill For,2011,65000000,13757804,25741545,0,0,R,Fantasy,Based on Comic/Graphic Novel,Live Action,Action,1,101
Snow White and the Huntsman,2011,170000000,155136755,245884991,1,0,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0,127
Spy Kids: All the Time in the World,2011,27000000,38536376,42144807,1,0,PG,Kids Fiction,Original Screenplay,Live Action,Adventure,1,89
Step Up Revolution,2011,33000000,35074677,130477613,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,1,97
Stoker,2011,12000000,1703125,10331788,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,100
Sucker Punch,2011,75000000,36392502,53365887,0,0,R,Fantasy,Original Screenplay,Live Action,Action,0,110
Ted,2011,50000000,218665740,337350887,1,1,R,Contemporary Fiction,Original Screenplay,Animation/Live Action,Adventure,0,106
That's My Boy,2011,57500000,36931089,21154146,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,115
The Adventures of Tintin,2011,130000000,77591831,296402120,1,0,PG,Contemporary Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,0,104
The Apparition,2011,17000000,4936819,5700462,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,82
The Artist,2011,16000000,44667095,83589617,1,1,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0,100
The Best Exotic Marigold Hotel,2011,10000000,46383639,88256141,1,1,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,122
The Big Wedding,2011,32500000,21819348,26606623,0,0,R,Contemporary Fiction,Remake,Live Action,Romantic Comedy,0,90
The Bourne Legacy,2011,125000000,113203870,167152050,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,135
The Campaign,2011,95000000,86907746,18000000,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,85
The Change-Up,2011,52000000,37081475,38753649,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,114
The Cold Light of Day,2011,20000000,3763583,21597623,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,93
The Devil's Double,2011,19100000,1361512,1045154,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,109
The Dictator,2011,65000000,59650222,120498675,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,83
The Equalizer,2011,55000000,101530738,91372886,1,0,R,Contemporary Fiction,Based on TV,Live Action,Action,0,131
The Five-Year Engagement,2011,30000000,28700285,32923534,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,124
The Girl with the Dragon Tattoo,2011,90000000,102515793,136858177,1,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,160
The Grey,2011,25000000,51580136,29669040,1,1,R,Contemporary Fiction,Original Screenplay,Animation/Live Action,Thriller/Suspense,0,117
The Hangover Part II,2011,80000000,254464305,332000000,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,102
The Hunger Games,2011,80000000,408010692,269912687,1,1,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,142
The Ides of March,2011,23000000,40962534,36773391,1,0,R,Contemporary Fiction,Based on Play,Live Action,Drama,0,101
The Iron Lady,2011,14000000,29959436,85632668,1,1,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,105
The Lucky One,2011,25000000,60457138,36176695,1,1,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,81
The Man with the Iron Fists,2011,15000000,15634090,6384898,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,95
The Muppets,2011,45000000,88625922,72346000,1,0,PG,Kids Fiction,Based on TV,Live Action,Adventure,1,98
The Odd Life of Timothy Green,2011,40000000,51853450,3395709,0,0,PG,Fantasy,Original Screenplay,Live Action,Drama,0,104
The Possession,2011,14000000,49130588,33794476,1,1,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0,93
The Raven,2011,26000000,16008272,14593529,0,0,R,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111
The Sitter,2011,25000000,30542576,8206828,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,81
The Smurfs,2011,110000000,142614158,421135165,1,0,PG,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,0,103
The Son of No One,2011,15000000,30680,1117898,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,93
The Thing,2011,38000000,16928670,10573144,0,0,R,Fantasy,Remake,Live Action,Horror,1,102
The Three Musketeers,2011,90000000,20377913,119500000,0,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,102
The Three Stooges,2011,30000000,44338224,9714025,0,0,PG,Contemporary Fiction,Remake,Live Action,Adventure,0,92
The Vow,2011,30000000,125014030,72604130,1,1,PG-13,Historical Fiction,Based on Real Life Events,Live Action,Drama,0,104
The Watch,2011,55000000,34353000,32777045,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,87
The Wolf of Wall Street,2011,100000000,116900694,272969720,1,0,R,Dramatization,Based on Factual Book/Article,Live Action,Black Comedy,0,165
The Woman in Black,2011,15000000,54333290,74622608,1,1,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,95
There Be Dragons,2011,36000000,1069334,2951656,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,120
This Means War,2011,65000000,54760791,102213766,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,120
Thor,2011,150000000,181030624,268295994,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,113
Tinker Tailor Soldier Spy,2011,21000000,24149393,57303418,1,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,128
Tower Heist,2011,85000000,78046570,72376376,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104
Transformers: Dark of the Moon,2011,195000000,352390543,771400000,1,0,PG-13,Science Fiction,Based on TV,Animation/Live Action,Action,1,154
Trespass,2011,35000000,16816,769716,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,90
Underworld: Awakening,2011,70000000,62321039,98058891,1,0,R,Fantasy,Original Screenplay,Live Action,Action,1,89
Vamps,2011,16000000,3361,91451,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,92
War Horse,2011,70000000,79883359,76932170,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,146
We Bought a Zoo,2011,50000000,75624550,43104523,1,0,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,124
Won't Back Down,2011,19000000,5310554,434949,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,121
World War Z,2011,190000000,202359711,329154939,1,0,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,115
X-Men: First Class,2011,160000000,146408305,209000000,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,132
Young Adult,2011,12000000,16311571,6438785,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,94
2 Guns,2012,61000000,75612460,56880555,1,0,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,109
42,2012,40000000,95020213,2450488,1,1,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,88
A Good Day to Die Hard,2012,92000000,67349198,236900000,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,1,98
Admission,2012,13000000,18007317,726349,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,117
Alex Cross,2012,35000000,25888412,9538347,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,102
American Reunion,2012,50000000,56758835,180040376,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,112
Anna Karenina,2012,49000000,12816367,58188260,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,129
Argo,2012,44500000,136025503,91115254,1,1,R,Historical Fiction,Based on Factual Book/Article,Live Action,Thriller/Suspense,0,120
Beautiful Creatures,2012,50000000,19452138,40830738,0,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,123
Brave,2012,185000000,237282182,317324350,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,93
Broken City,2012,35000000,19701164,14778881,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,108
Cirque du Soleil: Worlds Away,2012,25000000,12512862,15500000,0,0,PG,Fantasy,Original Screenplay,Live Action,Drama,0,91
Dangerous Liaisons,2012,24200000,17000,10430579,0,0,Not Rated,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,110
Dead Man Down,2012,30000000,10895295,8704679,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,118
Elysium,2012,120000000,93050117,193141974,1,0,R,Science Fiction,Original Screenplay,Live Action,Action,0,109
End of Watch,2012,15000000,41003371,16583235,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,109
Ender's Game,2012,110000000,61737191,66246092,0,0,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,114
Escape Plan,2012,70000000,25135965,78600000,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,115
Evil Dead,2012,17000000,54239856,43538500,1,1,R,Fantasy,Remake,Live Action,Horror,0,91
Flight,2012,31000000,93772375,66786063,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,138
Foodfight!,2012,45000000,0,73706,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91
