movie_name,Inflation_Success_Failure_Domestic,boxofficemojo_Success_Failure_Domestic,production_year,production_budget,production_budget_adjusted,domestic_box_office,inflation_domestic_adjusted,boxofficemojo_domestic_adjusted,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,popularity,production_companies,production_countries,vote_average,vote_count,actor1_name,actor1_gender,actor2_name,actor2_gender,actor3_name,actor3_gender,actor4_name,actor4_gender,actor5_name,actor5_gender,actor_number,director_name,director_gender,director_number,producer_name,producer_number,screeplay_name,editor_name
Jane Got a Gun,0,0,2014,25000000,25045414,1513793,1559207,1662022,1462843,R,Historical Fiction,Original Screenplay,Live Action,Western,0,98,2.201546,Handsomecharlie Films,United States of America,5.3,273,Natalie Portman,1,Joel Edgerton,2,Ewan McGregor,2,Noah Emmerich,2,Boyd Holbrook,2,15,Gavin O'Connor,2,1,Natalie Portman,7,Joel Edgerton,Alan Cody
Black Nativity,0,0,2013,17500000,17815818,7018188,7334006,7743314,266947,PG,Fantasy,Based on Play,Live Action,Musical,0,95,0.860865,Fox Searchlight Pictures,United States of America,5.8,15,Forest Whitaker,2,Angela Bassett,1,Jennifer Hudson,1,Tyrese Gibson,2,Jacob Latimore,0,9,Kasi Lemmons,1,1,Trudie Styler,2,Kasi Lemmons,Terilyn A. Shropshire
Free Birds,0,0,2013,55000000,57508772,55750480,58259252,61510677,54636592,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91,2.05601,Reel FX Creative Studios,United States of America,5.7,241,Owen Wilson,2,Woody Harrelson,2,Amy Poehler,1,George Takei,0,Colm Meaney,2,17,Jimmy Hayward,2,1,none,0,John J. Strauss,none
Big Hero 6,0,0,2014,165000000,171675835,222527828,229203663,244317579,429600000,PG,Super Hero,Original Screenplay,Digital Animation,Adventure,0,108,13.697273,Walt Disney Pictures,United States of America,7.8,5694,Scott Adsit,2,Ryan Potter,2,Daniel Henney,2,T.J. Miller,2,Jamie Chung,1,46,Chris Williams,2,2,Roy Conli,1,Daniel Gerson,Tim Mertens
La grande bellezza,0,0,2013,12000000,12129775,2883879,3013654,3181844,26665266,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,142,1.560763,France 2 Cinéma,France,7.4,637,Toni Servillo,2,Carlo Verdone,2,Sabrina Ferilli,1,Carlo Buccirosso,0,Iaia Forte,0,13,Paolo Sorrentino,2,1,Francesca Cima,2,Paolo Sorrentino,Cristiano Travaglioli
Bitter Harvest,0,0,2015,21000000,21007801,557241,565042,592936,48921,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,103,0.231134,none,none,6,1,Janet Munro,1,John Stride,0,Anne Cunningham,0,Thora Hird,1,none,0,4,Peter Graham Scott,2,1,none,0,none,none
Child 44,0,0,2014,50000000,50036730,1224330,1261060,1344215,2210000,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,137,4.435521,Summit Entertainment,United Kingdom,6,507,Tom Hardy,2,Gary Oldman,2,Noomi Rapace,1,Joel Kinnaman,2,Paddy Considine,2,24,Daniel Espinosa,2,1,Ridley Scott,3,Richard Price,Pietro Scalia
Night at the Museum: Secret of the Tomb,0,0,2014,127000000,130412399,113746621,117159020,124884601,242800000,PG,Fantasy,Original Screenplay,Live Action,Adventure,1,97,8.242922,Twentieth Century Fox Film Corporation,United Kingdom,6.1,1673,Ben Stiller,2,Rami Malek,2,Rebel Wilson,1,Robin Williams,2,Owen Wilson,2,26,Shawn Levy,2,1,Shawn Levy,1,Thomas Lennon,Dean Zimmerman
Think Like a Man Too,1,1,2014,24000000,25950861,65028687,66979548,71396245,4999246,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Romantic Comedy,1,105,2.546376,Will Packer Productions,United States of America,6.3,210,Adam Brody,2,Michael Ealy,2,Jerry Ferrara,2,Meagan Good,1,Regina Hall,1,22,Tim Story,2,1,William Packer,1,none,Peter S. Elliot
Hands of Stone,0,0,2015,20000000,20065979,4712792,4778771,5014679,319221,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,105,2.379155,"Weinstein Company, The",Panama,6.1,104,Robert De Niro,2,Edgar RamÃ­rez,2,Jurnee Smollett,1,Ellen Barkin,1,RubÃ©n Blades,2,14,Jonathan Jakubowicz,0,1,none,0,none,Ethan Maniquis
Grindhouse,0,0,2007,53000000,57430494,25031037,29461531,32634942,25156752,R,Fantasy,Original Screenplay,Live Action,Horror,0,191,0.00081,Backlash Films,United States of America,6.3,3,Jennifer Taher,0,Joshua Grannell,2,none,0,none,0,none,0,2,Joshua Grannell,2,1,none,0,none,none
22 Jump Street,1,1,2014,50000000,55751580,191719337,197470917,210492344,139614539,R,Contemporary Fiction,Based on TV,Live Action,Comedy,1,111,3.072148,Columbia Pictures,United States of America,7,3119,Jonah Hill,2,Channing Tatum,2,Dave Franco,2,Ice Cube,2,Nick Offerman,2,25,Phil Lord,0,2,Neal H. Moritz,3,Michael Bacall,David Rennie
The Legend of Hercules,0,0,2013,70000000,70848184,18848538,19696722,20795988,40104781,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0,98,2.271197,Millennium Films,United States of America,4.3,507,Kellan Lutz,2,Liam McIntyre,2,Gaia Weiss,1,Scott Adkins,2,Roxanne McKee,1,19,Renny Harlin,2,1,Boaz Davidson,4,none,Vincent Tabaillon
Entourage,0,0,2015,30000000,30453088,32363404,32816492,34436505,13861922,R,Contemporary Fiction,Based on TV,Live Action,Comedy,0,104,3.671492,Warner Bros.,United States of America,6.2,481,Jeremy Piven,2,Adrian Grenier,2,Jerry Ferrara,2,Kevin Connolly,2,Kevin Dillon,2,47,Doug Ellin,2,1,Mark Wahlberg,3,none,Jeff Groth
Star Trek Beyond,0,0,2016,185000000,187065028,158848340,160913368,164724810,177549972,PG-13,Science Fiction,Based on TV,Live Action,Adventure,1,122,9.03312,Paramount Pictures,United States of America,6.5,2389,Chris Pine,2,Zachary Quinto,2,Karl Urban,2,Simon Pegg,2,Zoe Saldana,1,33,Justin Lin,0,1,J.J. Abrams,4,Simon Pegg,Kelly Matsumoto
The Last Days on Mars,0,0,2013,10600000,10601084,24084,25168,26572,237280,R,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,98,2.082086,Warner Bros.,United States of America,5.1,289,Liev Schreiber,2,Romola Garai,0,Elias Koteas,2,Olivia Williams,1,Johnny Harris,2,11,Ruairi Robinson,0,1,Michael Kuhn,2,Clive Dawson,Peter Lambert
American Sniper,1,1,2014,58000000,68503791,350126372,360630163,384410472,197200000,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,132,5.637045,Village Roadshow Pictures,United States of America,7.4,4160,Bradley Cooper,2,Sienna Miller,1,Kyle Gallner,0,Cole Konis,0,Ben Reed,2,81,Clint Eastwood,2,1,Clint Eastwood,1,none,Joel Cox
3 Days to Kill,0,0,2013,28000000,29381410,30697999,32079409,33869748,8261901,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100,3.551277,Wonderland Sound and Vision,France,6,848,Kevin Costner,2,Amber Heard,1,Hailee Steinfeld,1,Connie Nielsen,1,TÃ³mas Lemarquis,2,16,McG,2,1,Luc Besson,5,Luc Besson,Audrey Simonaud
Mandela: Long Walk to Freedom,0,0,2013,35000000,35374539,8323085,8697624,9183035,21567317,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,146,2.699189,Distant Horizons,United Kingdom,6.5,219,Idris Elba,2,Naomie Harris,1,Tony Kgoroge,2,Riaad Moosa,0,Fana Mokoena,0,15,Justin Chadwick,2,1,David M. Thompson,2,William Nicholson,Rick Russell
Suicide Squad,0,0,2016,175000000,179226301,325100054,329326355,337126877,421000000,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,123,0.032511,C.C. Burr Productions Inc.,United States of America,8.3,4,Norman Foster,2,Joyce Compton,1,Robert Homans,0,Aggie Herring,1,Peter Warren,0,7,Bernard B. Ray,0,1,none,0,none,none
Lone Survivor,1,1,2013,40000000,45629302,125095601,130724903,138020608,24709031,R,Dramatization,Based on Factual Book/Article,Live Action,Action,0,121,2.284823,Universal Pictures,United States of America,7.3,1451,Mark Wahlberg,2,Taylor Kitsch,2,Emile Hirsch,2,Ben Foster,2,Yousuf Azami,0,47,Peter Berg,2,1,Akiva Goldsman,8,none,Colby Parker Jr.
Collide,0,0,2015,29200000,29231920,2280004,2311924,2426054,2998515,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,99,2.229125,Silver Pictures,China,5.3,145,Nicholas Hoult,2,Felicity Jones,1,Anthony Hopkins,2,Ben Kingsley,2,Marwan Kenzari,0,10,Eran Creevy,0,1,none,0,none,Chris Gill
Walking with Dinosaurs,0,0,2012,80000000,82381024,36076121,38457145,40653619,94504609,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,0,87,0.206318,British Broadcasting Corporation (BBC),Germany,7.8,21,Kenneth Branagh,2,none,0,none,0,none,0,none,0,1,Jasper James,0,2,none,0,none,Britt Sjoerdsma
Nerve,0,0,2016,20000000,20501587,38583626,39085213,40010997,23097166,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,96,0.142341,none,none,4.7,3,Christian Clark,0,Georgina Haig,1,Craig Hall,2,Gary Sweet,2,Andrea Demetriades,1,13,Sebastien Guy,2,1,Neal Kingston,1,none,Eric Seaburn
Draft Day,0,0,2014,25000000,25865267,28842237,29707504,31666446,1005243,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,109,1.299671,Summit Entertainment,United States of America,6.5,290,Kevin Costner,2,Jennifer Garner,1,Tom Welling,2,Sam Elliott,2,Terry Crews,2,19,Ivan Reitman,2,1,Ivan Reitman,4,Scott Rothman,Sheldon Kahn
Crimson Peak,0,0,2015,55000000,55435264,31090320,31525584,33081871,44376275,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,118,3.354186,Legendary Pictures,Canada,6.4,1325,Mia Wasikowska,1,Jessica Chastain,1,Tom Hiddleston,2,Charlie Hunnam,2,Jim Beaver,2,16,Guillermo del Toro,2,1,Guillermo del Toro,4,none,Bernat Vilaplana
Blackhat,0,0,2014,70000000,70236682,7889395,8126077,8661918,11659024,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,133,4.845794,Universal Pictures,United States of America,5.1,793,Chris Hemsworth,2,Leehom Wang,0,Tang Wei,0,Viola Davis,1,Holt McCallany,2,19,Michael Mann,2,1,Michael Mann,3,none,Stephen E. Rivkin
The Book Thief,0,0,2013,19000000,19966982,21488481,22455463,23708693,54598230,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,127,4.367555,Studio Babelsberg,Germany,7.4,1363,Geoffrey Rush,2,Sophie NÃ©lisse,1,Emily Watson,0,Nico Liersch,2,Ben Schnetzer,2,35,Brian Percival,2,1,Karen Rosenfelt,2,none,John Wilson
Homefront,0,0,2013,22000000,22907132,20158492,21065624,22241288,31536870,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,100,2.963541,Millennium Films,United States of America,6.3,838,Jason Statham,2,James Franco,2,Izabela Vidovic,1,Winona Ryder,1,Rachelle Lefevre,1,16,Gary Fleder,2,1,Sylvester Stallone,3,Sylvester Stallone,Padraic McKinley
Before I Go to Sleep,0,0,2013,22000000,22145911,3242457,3388368,3577471,16321122,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,92,3.458353,StudioCanal,France,6.1,622,Nicole Kidman,1,Colin Firth,2,Mark Strong,2,Anne-Marie Duff,1,Jing Lusi,0,10,Rowan Joffe,2,1,Avi Lerner,4,Rowan Joffe,Melanie Oliver
Philomena,1,1,2013,12000000,13696949,37709979,39406928,41606213,61253413,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0,97,1.399683,BBC Films,United Kingdom,7.4,546,Judi Dench,1,Steve Coogan,2,Sophie Kennedy Clark,1,Mare Winningham,1,Barbara Jefford,1,39,Stephen Frears,0,1,Steve Coogan,3,Steve Coogan,Valerio Bonelli
Gods of Egypt,0,0,2015,140000000,140436148,31153464,31589612,33149060,102400000,PG-13,Fantasy,Original Screenplay,Live Action,Adventure,0,127,4.194318,Summit Entertainment,Australia,5.2,1173,Brenton Thwaites,2,Nikolaj Coster-Waldau,2,Gerard Butler,2,Courtney Eaton,1,Elodie Yung,1,41,Alex Proyas,2,1,Alex Proyas,2,Matt Sazama,Richard Learoyd
The Imitation Game,1,1,2014,15000000,17733754,91125143,93858897,100048046,136648543,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,113,14.407594,Black Bear Pictures,United Kingdom,8,5198,Benedict Cumberbatch,2,Keira Knightley,1,Matthew Goode,2,Rory Kinnear,2,Allen Leech,2,68,Morten Tyldum,2,1,Teddy Schwarzman,3,Graham Moore,William Goldenberg
In the Heart of the Sea,0,0,2014,100000000,100750623,25020758,25771381,27470771,65400000,PG-13,Dramatization,Based on Real Life Events,Live Action,Adventure,0,121,3.805657,Imagine Entertainment,United States of America,6.5,1197,Chris Hemsworth,2,Benjamin Walker,2,Cillian Murphy,2,Brendan Gleeson,2,Ben Whishaw,2,26,Ron Howard,2,1,Brian Grazer,5,Charles Leavitt,Daniel P. Hanley
Southpaw,0,0,2015,30000000,30733907,52421953,53155860,55779943,41785908,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,124,0.000253,none,none,0,0,none,0,none,0,none,0,none,0,none,0,0,none,1,0,none,0,none,none
Kingsman: The Secret Service,0,0,2014,94000000,97847852,128261724,132109576,140821012,276300000,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,129,9.14183,Twentieth Century Fox Film Corporation,United Kingdom,7.6,5315,Taron Egerton,2,Colin Firth,2,Samuel L. Jackson,2,Michael Caine,2,Mark Strong,2,54,Matthew Vaughn,2,1,Matthew Vaughn,3,none,Jon Harris
Jackass Presents: Bad Grandpa,1,1,2013,15000000,19590136,102003019,106593155,112542076,58900000,R,Factual,Based on Real Life Events,Live Action,Comedy,0,92,2.487236,Paramount Pictures,United States of America,6.1,653,Johnny Knoxville,2,Jackson Nicoll,2,Georgina Cates,1,Spike Jonze,2,Catherine Keener,1,9,Jeff Tremaine,2,1,Spike Jonze,4,Spike Jonze,none
Batman v Superman: Dawn of Justice,0,0,2015,250000000,254625043,330360194,334985237,351522057,537800000,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,151,15.947814,DC Comics,United States of America,5.7,6440,Ben Affleck,2,Henry Cavill,2,Gal Gadot,1,Amy Adams,1,Jesse Eisenberg,2,152,Zack Snyder,2,1,Charles Roven,2,David S. Goyer,David Brenner
Bad Words,0,0,2013,10000000,10350083,7779614,8129697,8583412,63531,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,89,1.587733,Darko Entertainment,United States of America,6.4,322,Jason Bateman,2,Kathryn Hahn,1,Allison Janney,1,Philip Baker Hall,2,Rohan Chand,2,11,Jason Bateman,2,1,none,0,Andrew Dodge,none
Jersey Boys,0,0,2014,40000000,41411410,47047013,48458423,51653820,18235719,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,132,0.856989,Warner Bros.,United States of America,6.8,244,Christopher Walken,2,Vincent Piazza,2,Freya Tingley,1,James Madio,2,Sean Whalen,2,71,Clint Eastwood,2,1,Clint Eastwood,3,Marshall Brickman,Joel Cox
Fist Fight,0,0,2016,25000000,25418431,32187017,32605448,33377751,8100000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91,0.000281,none,none,0,0,none,0,none,0,none,0,none,0,none,0,0,Robert Breer,0,1,none,0,none,none
Gone Girl,1,1,2014,61000000,66033016,167767189,172800205,184194821,200800000,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,149,11.839428,Twentieth Century Fox Film Corporation,United States of America,7.9,5470,Ben Affleck,2,Rosamund Pike,1,Carrie Coon,1,Neil Patrick Harris,2,Tyler Perry,2,72,David Fincher,2,1,Arnon Milchan,6,Gillian Flynn,Kirk Baxter
Mortdecai,0,0,2015,60000000,60107746,7696134,7803880,8189125,22700000,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,107,4.305188,Lionsgate,United States of America,5.4,983,Johnny Depp,2,Gwyneth Paltrow,1,Ewan McGregor,2,Paul Bettany,2,Olivia Munn,1,14,David Koepp,2,1,Johnny Depp,5,none,Jill Savitt
Minions,1,1,2014,74000000,84081373,336045770,346127143,368951109,831199596,PG,Kids Fiction,Spin-Off,Digital Animation,Adventure,0,91,156.093026,Universal Pictures,United States of America,6.4,3905,Sandra Bullock,1,Jon Hamm,2,Michael Keaton,2,Allison Janney,1,Steve Coogan,2,17,Kyle Balda,0,2,Christopher Meledandri,2,none,Claire Dodgson
The House,0,0,2016,40000000,40332599,25584504,25917103,26530983,5608239,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,88,0.006305,Tatata Productions,Canada,0,0,Emilie Ullerup,1,none,0,none,0,none,0,none,0,1,Desiree Lim,0,1,none,0,none,none
Ted 2,0,0,2015,68000000,69137988,81284830,82422818,86491687,135737758,R,Fantasy,Original Screenplay,Live Action,Comedy,1,115,8.582463,Universal Pictures,United States of America,6.2,2287,Mark Wahlberg,2,Seth MacFarlane,2,Amanda Seyfried,1,Jessica Barth,1,Giovanni Ribisi,2,105,Seth MacFarlane,2,1,Scott Stuber,4,none,Jeff Freeman
Fifty Shades of Grey,1,1,2013,40000000,47477525,166167230,173644755,183335800,404830871,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,125,7.931452,Focus Features,United States of America,5.2,2956,Dakota Johnson,1,Jamie Dornan,2,Jennifer Ehle,1,Eloise Mumford,1,Victor Rasuk,2,17,Sam Taylor-Johnson,1,1,Michael De Luca,3,Kelly Marcel,Anne V. Coates
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",1,1,2013,28000000,31012937,66954149,69967086,73871921,34425138,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,81,1.176143,Walt Disney Pictures,United States of America,6.1,472,Steve Carell,2,Jennifer Garner,1,Ed Oxenbould,2,Dylan Minnette,0,Kerris Dorsey,1,35,Miguel Arteta,2,1,Shawn Levy,3,Rob Lieber,Pamela Martin
Rosewater,0,0,2014,10000000,10093868,3128941,3222809,3435324,39917,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,102,0.766293,Odd Lot Entertainment,United States of America,6.5,92,Gael GarcÃ­a Bernal,2,Shohreh Aghdashloo,1,Jason Jones,0,Haluk Bilginer,2,Nasser Faris,0,10,Jon Stewart,2,1,Scott Rudin,4,Jon Stewart,Jay Rabinowitz
About Last Night,1,1,2014,13000000,14459131,48637684,50096815,53400248,1808176,R,Contemporary Fiction,Based on Play,Live Action,Romantic Comedy,0,100,1.436086,"Screen Gems, Inc.",United States of America,5.9,199,Kevin Hart,2,Michael Ealy,2,Regina Hall,1,Joy Bryant,1,Christopher McDonald,2,12,Steve Pink,2,1,William Packer,2,Leslye Headland,none
The Fault in Our Stars,1,1,2014,12000000,15746171,124872350,128618521,137099753,182294484,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,125,6.976343,Fox 2000 Pictures,United States of America,7.7,3405,Shailene Woodley,1,Ansel Elgort,2,Nat Wolff,2,Laura Dern,1,Sam Trammell,2,49,Josh Boone,0,1,Wyck Godfrey,2,Scott Neustadter,Robb Sullivan
Aloha,0,0,2014,37000000,37631561,21052030,21683591,23113428,3883769,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,105,1.612524,Scott Rudin Productions,United States of America,5.2,651,Bradley Cooper,2,Emma Stone,1,Rachel McAdams,1,Bill Murray,2,John Krasinski,2,17,Cameron Crowe,2,1,Scott Rudin,2,none,Joe Hutshing
Sausage Party,1,1,2016,19000000,20269715,97670358,98940073,101283597,43684036,R,Fantasy,Original Screenplay,Digital Animation,Adventure,0,85,7.655058,Columbia Pictures,Canada,5.6,1981,Seth Rogen,2,Kristen Wiig,1,Jonah Hill,2,Bill Hader,2,Michael Cera,2,34,Conrad Vernon,2,2,Conrad Vernon,4,Seth Rogen,Kevin Pavlovic
Non-Stop,0,0,2013,50000000,54128397,91742160,95870557,101221055,130640895,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,110,3.790268,StudioCanal,France,6.8,2168,Liam Neeson,2,Julianne Moore,1,Scoot McNairy,2,Michelle Dockery,1,Nate Parker,2,28,Jaume Collet-Serra,2,1,Joel Silver,3,John W. Richardson,Jim May
Sex Tape,0,0,2014,40000000,41156304,38543473,39699777,42317620,87526036,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,95,8.629151,Escape Artists,United States of America,5.2,1566,Cameron Diaz,1,Jason Segel,2,Rob Corddry,2,Ellie Kemper,1,Rob Lowe,2,28,Jake Kasdan,2,1,Steve Tisch,3,Jason Segel,Steve Edwards
Tammy,1,1,2014,20000000,22535763,84525432,87061195,92802096,11882223,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,96,0.986947,New Line Cinema,United States of America,5,483,Melissa McCarthy,1,Susan Sarandon,1,Kathy Bates,1,Allison Janney,1,Dan Aykroyd,2,40,Ben Falcone,2,1,Will Ferrell,3,none,Michael L. Sale
The Giver,0,0,2014,25000000,26352711,45090374,46443085,49505588,10000000,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,97,2.830695,The Weinstein Company,United States of America,6.4,1679,Jeff Bridges,2,Meryl Streep,1,Brenton Thwaites,2,Odeya Rush,1,Alexander SkarsgÃ¥rd,2,23,Phillip Noyce,2,1,Jeff Bridges,3,Robert B. Weide,Barry Alexander Brown
Horrible Bosses 2,0,0,2014,40000000,41633361,54445357,56078718,59776604,51500000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,108,6.013282,New Line Cinema,United States of America,6.1,1445,Jason Bateman,2,Jason Sudeikis,2,Charlie Day,2,Jennifer Aniston,1,Kevin Spacey,2,19,Sean Anders,2,1,none,0,Sean Anders,Eric Kissack
Unbroken,0,0,2014,65000000,68469137,115637895,119107032,126961067,47889929,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,137,2.58445,Legendary Pictures,United States of America,7.2,1308,Jack O'Connell,2,Domhnall Gleeson,2,Garrett Hedlund,2,Miyavi,2,Finn Wittrock,2,79,Angelina Jolie,1,1,Clayton Townsend,4,William Nicholson,William Goldenberg
Project Almanac,0,0,2013,12000000,13005671,22348241,23353912,24657284,10561196,PG-13,Science Fiction,Original Screenplay,Live Action,Adventure,0,106,3.18947,Paramount Pictures,United States of America,6.4,875,Jonny Weston,0,Virginia Gardner,1,Sofia Black-D'Elia,1,Sam Lerner,2,Allen Evangelista,0,16,Dean Israelite,0,1,Michael Bay,3,none,Julian Clarke
